Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M6M,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,4410
M6M,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,3145
M6M,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2355
M6M,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1730
M6M,Family characteristics,Number of persons in private households,,,,,,41830
M6M,Family characteristics,Average household size,,,,,,2.6
M6M,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,11530
M6M,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,5060
M6M,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,3250
M6M,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,2255
M6M,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,970
M6M,Family characteristics,Average size of census families,,,,,,3
M6M,Family characteristics,Total number of census families in private households - 100% data,,,,,,11530
M6M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,7560
M6M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,6430
M6M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,1130
M6M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,3970
M6M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,3455
M6M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,515
M6M,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,7560
M6M,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2770
M6M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4785
M6M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,2080
M6M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1885
M6M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,820
M6M,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,3975
M6M,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,2290
M6M,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,1165
M6M,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,520
M6M,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,7735
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,16250
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,4085
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,4060
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,8110
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,2865
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,845
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,870
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,3505
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,30
M6N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M6N,Family characteristics,Total - Private households by household size - 100% data,,,,,,16250
M6N,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,4930
M6N,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,4460
M6N,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2885
